word;Economy;Sport;Hospitals;General statistics;Restrictions;Vaccine research;Mental health;Schools;Global politics;General politics;Global statistics;Vaccine politics
despise;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disdain;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
evasive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flout;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gutter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indeterminate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overpaid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
quarrelsome;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scarcely;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
subtract;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vile;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
amazingly;1;1;1;1;1;1;1;1;1;1;1;1
cleverly;1;1;1;1;1;1;1;1;1;1;1;1
courteous;1;1;1;1;1;1;1;1;1;1;1;1
finer;1;1;1;1;1;1;1;1;1;1;1;1
affront;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
alienate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
degrade;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gravely;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lurch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
perish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tainted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
toil;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
weariness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prodigy;1;1;1;1;1;1;1;1;1;1;1;1
replaceable;1;1;1;1;1;1;1;1;1;1;1;1
thoughtfully;1;1;1;1;1;1;1;1;1;1;1;1
unbeatable;1;1;1;1;1;1;1;1;1;1;1;1
byzantine;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
diabolical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
greasy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insatiable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
laughable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
maliciously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obstructed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pitiful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
procrastination;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rampage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rebuke;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reticent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unattractive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
villains;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wasteful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
weed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wrest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
amicable;1;1;1;1;1;1;1;1;1;1;1;1
avid;1;1;1;1;1;1;1;1;1;1;1;1
cherish;1;1;1;1;1;1;1;1;1;1;1;1
gratification;1;1;1;1;1;1;1;1;1;1;1;1
truthfulness;1;1;1;1;1;1;1;1;1;1;1;1
cruelly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
degeneration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dim;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disservice;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
filthy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gasp;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harass;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mischievous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
murky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
recalcitrant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
resentful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tingling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
adore;1;1;1;1;1;1;1;1;1;1;1;1
bravery;1;1;1;1;1;1;1;1;1;1;1;1
brighten;1;1;1;1;1;1;1;1;1;1;1;1
eventful;1;1;1;1;1;1;1;1;1;1;1;1
exquisite;1;1;1;1;1;1;1;1;1;1;1;1
glitter;1;1;1;1;1;1;1;1;1;1;1;1
savvy;1;1;1;1;1;1;1;1;1;1;1;1
strikingly;1;1;1;1;1;1;1;1;1;1;1;1
ached;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
comical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
creeps;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frictions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hegemony;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infernal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
latency;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
petrified;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
racists;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
suspiciously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tricked;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vibration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
adored;1;1;1;1;1;1;1;1;1;1;1;1
elevate;1;1;1;1;1;1;1;1;1;1;1;1
intriguing;1;1;1;1;1;1;1;1;1;1;1;1
meritorious;1;1;1;1;1;1;1;1;1;1;1;1
baffled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bickering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bunk;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
chagrin;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cruelest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
depressions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
falsify;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
humiliate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inescapable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
invalidity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
leer;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
manipulative;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mortified;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
muddy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obsessively;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rattle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sarcastically;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scathing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shambles;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skeptic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slashing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stuttering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sucks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tortuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unproductive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
elegantly;1;1;1;1;1;1;1;1;1;1;1;1
euphoric;1;1;1;1;1;1;1;1;1;1;1;1
exalt;1;1;1;1;1;1;1;1;1;1;1;1
impressively;1;1;1;1;1;1;1;1;1;1;1;1
lush;1;1;1;1;1;1;1;1;1;1;1;1
steadfast;1;1;1;1;1;1;1;1;1;1;1;1
unmatched;1;1;1;1;1;1;1;1;1;1;1;1
windfall;1;1;1;1;1;1;1;1;1;1;1;1
ambivalent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
atrophy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
consternation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fanaticism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irritable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lawless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misguided;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
resurgent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ruinous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vomit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
warlike;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
admiring;1;1;1;1;1;1;1;1;1;1;1;1
adorable;1;1;1;1;1;1;1;1;1;1;1;1
indulgent;1;1;1;1;1;1;1;1;1;1;1;1
originality;1;1;1;1;1;1;1;1;1;1;1;1
skillfully;1;1;1;1;1;1;1;1;1;1;1;1
abort;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blinding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clamor;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disinterested;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flagrant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
haunting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
idiocy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indefensible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inextricably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mishap;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
peril;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
plunder;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
quibble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reactionary;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scarier;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shameless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
traitor;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trample;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unruly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
astonishingly;1;1;1;1;1;1;1;1;1;1;1;1
delightful;1;1;1;1;1;1;1;1;1;1;1;1
overjoyed;1;1;1;1;1;1;1;1;1;1;1;1
annihilate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
curses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disliked;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
distraught;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excruciating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grudge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ignoble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incense;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inexperience;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insanity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lousy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
madman;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
naughty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oddities;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
procrastinate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shamelessly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thicker;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfriendly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
calmness;1;1;1;1;1;1;1;1;1;1;1;1
famed;1;1;1;1;1;1;1;1;1;1;1;1
firmer;1;1;1;1;1;1;1;1;1;1;1;1
laudable;1;1;1;1;1;1;1;1;1;1;1;1
pampered;1;1;1;1;1;1;1;1;1;1;1;1
tempt;1;1;1;1;1;1;1;1;1;1;1;1
trivially;1;1;1;1;1;1;1;1;1;1;1;1
avenge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
beggar;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blurring;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
caricature;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
displease;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fearsome;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hideous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inflame;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pillory;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rattles;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ridiculously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scorching;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scratches;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shirk;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
squander;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sues;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
swamped;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
terrorize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unworkable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vomited;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
accommodative;1;1;1;1;1;1;1;1;1;1;1;1
empathize;1;1;1;1;1;1;1;1;1;1;1;1
hospitable;1;1;1;1;1;1;1;1;1;1;1;1
nimble;1;1;1;1;1;1;1;1;1;1;1;1
stylish;1;1;1;1;1;1;1;1;1;1;1;1
averse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
belittle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
catastrophically;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dissuasive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dogmatic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
downsides;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gangster;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gimmick;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
haphazard;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hubris;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impoverish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imprison;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inopportune;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lapsed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mediocrity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misinformed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scarred;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skeletons;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
squash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unbelievably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uncivilized;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unhappiness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
affluence;1;1;1;1;1;1;1;1;1;1;1;1
champ;1;1;1;1;1;1;1;1;1;1;1;1
compactly;1;1;1;1;1;1;1;1;1;1;1;1
congratulatory;1;1;1;1;1;1;1;1;1;1;1;1
grandeur;1;1;1;1;1;1;1;1;1;1;1;1
inspirational;1;1;1;1;1;1;1;1;1;1;1;1
purify;1;1;1;1;1;1;1;1;1;1;1;1
agonizing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dented;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deploring;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
detract;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discontinuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
militancy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mocks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nastiness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oddly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rifts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sag;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stains;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
submissive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
subvert;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thoughtless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unconvincing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undercut;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vibrate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wrought;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
brilliance;1;1;1;1;1;1;1;1;1;1;1;1
fresher;1;1;1;1;1;1;1;1;1;1;1;1
godsend;1;1;1;1;1;1;1;1;1;1;1;1
gracious;1;1;1;1;1;1;1;1;1;1;1;1
jubilation;1;1;1;1;1;1;1;1;1;1;1;1
prowess;1;1;1;1;1;1;1;1;1;1;1;1
satisfactorily;1;1;1;1;1;1;1;1;1;1;1;1
unquestionably;1;1;1;1;1;1;1;1;1;1;1;1
bumping;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
capricious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cataclysmic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dismissive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frighteningly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
graft;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inaccuracy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inequities;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infraction;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
instigator;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irrationality;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ludicrous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ominously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overstated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overzealous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shady;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shroud;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whining;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
zealous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
famously;1;1;1;1;1;1;1;1;1;1;1;1
glowing;1;1;1;1;1;1;1;1;1;1;1;1
resound;1;1;1;1;1;1;1;1;1;1;1;1
triumphal;1;1;1;1;1;1;1;1;1;1;1;1
aching;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
aggrieved;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bum;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
delinquent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
despairing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
doomsday;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
embarrass;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exterminate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fanatic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imbecile;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
implausible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
injure;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
perfidious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
premeditated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
regrettably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spilling;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uninformed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
zap;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
catchy;1;1;1;1;1;1;1;1;1;1;1;1
devout;1;1;1;1;1;1;1;1;1;1;1;1
excitedly;1;1;1;1;1;1;1;1;1;1;1;1
illuminati;1;1;1;1;1;1;1;1;1;1;1;1
marvelous;1;1;1;1;1;1;1;1;1;1;1;1
masterfully;1;1;1;1;1;1;1;1;1;1;1;1
rejuvenate;1;1;1;1;1;1;1;1;1;1;1;1
unassailable;1;1;1;1;1;1;1;1;1;1;1;1
assassin;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bearish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
brazen;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disagreeing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disgruntled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disinterest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
emphatic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
glitch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gritty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impersonal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lethargic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shunned;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smoldering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
transgression;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trivialize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
underdog;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
amusing;1;1;1;1;1;1;1;1;1;1;1;1
appreciative;1;1;1;1;1;1;1;1;1;1;1;1
coolest;1;1;1;1;1;1;1;1;1;1;1;1
endorsing;1;1;1;1;1;1;1;1;1;1;1;1
fondly;1;1;1;1;1;1;1;1;1;1;1;1
luckier;1;1;1;1;1;1;1;1;1;1;1;1
versatility;1;1;1;1;1;1;1;1;1;1;1;1
zest;1;1;1;1;1;1;1;1;1;1;1;1
bastards;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bullies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cannibal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defiantly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deplete;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disadvantageous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dishonesty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disintegrated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heresy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impetuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incendiary;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
invader;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
madly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
monotony;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overrated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pernicious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
secretive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shabby;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shortsighted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skinny;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfaithful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unlicensed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unsupported;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wobbles;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wrinkled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
acclaim;1;1;1;1;1;1;1;1;1;1;1;1
adjustable;1;1;1;1;1;1;1;1;1;1;1;1
amply;1;1;1;1;1;1;1;1;1;1;1;1
flawlessly;1;1;1;1;1;1;1;1;1;1;1;1
harmoniously;1;1;1;1;1;1;1;1;1;1;1;1
productively;1;1;1;1;1;1;1;1;1;1;1;1
relish;1;1;1;1;1;1;1;1;1;1;1;1
unwavering;1;1;1;1;1;1;1;1;1;1;1;1
barren;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bombardment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
